Iteration,A_Prompt_Tokens,B_Prompt_Tokens,Delta_B_minus_A_Prompt_Tokens,A_Wins_Prompt_Tokens,B_Wins_Prompt_Tokens,Tie_Prompt_Tokens,A_Cached_Tokens,B_Cached_Tokens,Delta_B_minus_A_Cached_Tokens,A_Wins_Cached_Tokens,B_Wins_Cached_Tokens,Tie_Cached_Tokens,A_Uncached_Prompt_Tokens,B_Uncached_Prompt_Tokens,Delta_B_minus_A_Uncached_Prompt_Tokens,A_Wins_Uncached_Prompt_Tokens,B_Wins_Uncached_Prompt_Tokens,Tie_Uncached_Prompt_Tokens,A_Completion_Tokens,B_Completion_Tokens,Delta_B_minus_A_Completion_Tokens,A_Wins_Completion_Tokens,B_Wins_Completion_Tokens,Tie_Completion_Tokens,A_Total_Tokens,B_Total_Tokens,Delta_B_minus_A_Total_Tokens,A_Wins_Total_Tokens,B_Wins_Total_Tokens,Tie_Total_Tokens,A_Service_Latency_ms,B_Service_Latency_ms,Delta_B_minus_A_Service_Latency_ms,A_Wins_Service_Latency_ms,B_Wins_Service_Latency_ms,Tie_Service_Latency_ms,A_Operational_Wall_ms,B_Operational_Wall_ms,Delta_B_minus_A_Operational_Wall_ms,A_Wins_Operational_Wall_ms,B_Wins_Operational_Wall_ms,Tie_Operational_Wall_ms,A_Actual_Cost_USD,B_Actual_Cost_USD,Delta_B_minus_A_Actual_Cost_USD,A_Wins_Actual_Cost_USD,B_Wins_Actual_Cost_USD,Tie_Actual_Cost_USD,A_NoCache_Cost_USD,B_NoCache_Cost_USD,Delta_B_minus_A_NoCache_Cost_USD,A_Wins_NoCache_Cost_USD,B_Wins_NoCache_Cost_USD,Tie_NoCache_Cost_USD,A_Exact_Accuracy,B_Exact_Accuracy,Delta_B_minus_A_Exact_Accuracy,A_Wins_Exact_Accuracy,B_Wins_Exact_Accuracy,Tie_Exact_Accuracy,A_JSON_Adherence,B_JSON_Adherence,Delta_B_minus_A_JSON_Adherence,A_Wins_JSON_Adherence,B_Wins_JSON_Adherence,Tie_JSON_Adherence,A_Contamination_Total,B_Contamination_Total,Delta_B_minus_A_Contamination_Total,A_Wins_Contamination_Total,B_Wins_Contamination_Total,Tie_Contamination_Total,A_Courtesy_Tokens,B_Courtesy_Tokens,Delta_B_minus_A_Courtesy_Tokens,A_Wins_Courtesy_Tokens,B_Wins_Courtesy_Tokens,Tie_Courtesy_Tokens
32,10242.000000000000,2511.000000000000,-7731.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2511.000000000000,2381.000000000000,1,0,0,40.000000000000,135.000000000000,95.000000000000,1,0,0,10282.000000000000,2646.000000000000,-7636.000000000000,0,1,0,1185.919000000000,2874.925000000000,1689.006000000000,1,0,0,1208.696000000000,2917.402000000000,1708.706000000000,1,0,0,0.013365000000,0.005536000000,-0.007829000000,0,1,0,0.026005000000,0.005536000000,-0.020469000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
33,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,707.000000000000,577.000000000000,1,0,0,40.000000000000,123.000000000000,83.000000000000,1,0,0,10282.000000000000,2622.000000000000,-7660.000000000000,0,1,0,877.304000000000,2431.262000000000,1553.958000000000,1,0,0,899.903000000000,2477.334000000000,1577.431000000000,1,0,0,0.013365000000,0.003258800000,-0.010106200000,0,1,0,0.026005000000,0.005498800000,-0.020506200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
34,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,1128.790000000000,2464.220000000000,1335.430000000000,1,0,0,49206.417999999998,2506.038000000000,-46700.379999999997,0,1,0,0.013365000000,0.003252600000,-0.010112400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
35,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2497.000000000000,2367.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,1053.125000000000,4178.899000000000,3125.774000000000,1,0,0,1078.587000000000,4228.513000000000,3149.926000000000,1,0,0,0.013365000000,0.005492600000,-0.007872400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
36,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,707.000000000000,577.000000000000,1,0,0,41.000000000000,123.000000000000,82.000000000000,1,0,0,10283.000000000000,2622.000000000000,-7661.000000000000,0,1,0,1700.578000000000,2658.692000000000,958.114000000000,1,0,0,43376.809000000001,2704.091000000000,-40672.718000000001,0,1,0,0.013375000000,0.003258800000,-0.010116200000,0,1,0,0.026015000000,0.005498800000,-0.020516200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
37,10242.000000000000,2508.000000000000,-7734.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,716.000000000000,586.000000000000,1,0,0,41.000000000000,132.000000000000,91.000000000000,1,0,0,10283.000000000000,2640.000000000000,-7643.000000000000,0,1,0,1427.929000000000,2415.392000000000,987.463000000000,1,0,0,1465.749000000000,2452.327000000000,986.578000000000,1,0,0,0.013375000000,0.003286700000,-0.010088300000,0,1,0,0.026015000000,0.005526700000,-0.020488300000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
38,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,707.000000000000,577.000000000000,1,0,0,40.000000000000,123.000000000000,83.000000000000,1,0,0,10282.000000000000,2622.000000000000,-7660.000000000000,0,1,0,1129.000000000000,3066.133000000000,1937.133000000000,1,0,0,43509.148999999998,3105.630000000000,-40403.519000000000,0,1,0,0.013365000000,0.003258800000,-0.010106200000,0,1,0,0.026005000000,0.005498800000,-0.020506200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
39,10242.000000000000,2501.000000000000,-7741.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,709.000000000000,579.000000000000,1,0,0,40.000000000000,125.000000000000,85.000000000000,1,0,0,10282.000000000000,2626.000000000000,-7656.000000000000,0,1,0,1158.121000000000,2392.512000000000,1234.391000000000,1,0,0,1188.290000000000,2441.814000000000,1253.524000000000,1,0,0,0.013365000000,0.003265000000,-0.010100000000,0,1,0,0.026005000000,0.005505000000,-0.020500000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
40,10242.000000000000,2501.000000000000,-7741.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,709.000000000000,579.000000000000,1,0,0,40.000000000000,125.000000000000,85.000000000000,1,0,0,10282.000000000000,2626.000000000000,-7656.000000000000,0,1,0,1314.710000000000,2665.821000000000,1351.111000000000,1,0,0,44715.853999999999,2722.774000000000,-41993.080000000002,0,1,0,0.013365000000,0.003265000000,-0.010100000000,0,1,0,0.026005000000,0.005505000000,-0.020500000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
41,10242.000000000000,2521.000000000000,-7721.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2521.000000000000,2391.000000000000,1,0,0,40.000000000000,145.000000000000,105.000000000000,1,0,0,10282.000000000000,2666.000000000000,-7616.000000000000,0,1,0,854.601000000000,3168.795000000000,2314.194000000000,1,0,0,885.913000000000,3210.721000000000,2324.808000000000,1,0,0,0.013365000000,0.005567000000,-0.007798000000,0,1,0,0.026005000000,0.005567000000,-0.020438000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
42,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,41.000000000000,121.000000000000,80.000000000000,1,0,0,10283.000000000000,2618.000000000000,-7665.000000000000,0,1,0,4027.999000000000,2201.683000000000,-1826.316000000000,0,1,0,47288.527000000002,2257.751000000000,-45030.775999999998,0,1,0,0.013375000000,0.003252600000,-0.010122400000,0,1,0,0.026015000000,0.005492600000,-0.020522400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
43,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,705.000000000000,575.000000000000,1,0,0,41.000000000000,121.000000000000,80.000000000000,1,0,0,10283.000000000000,2618.000000000000,-7665.000000000000,0,1,0,2682.719000000000,2708.271000000000,25.552000000000,1,0,0,2708.447000000000,2749.441000000000,40.994000000000,1,0,0,0.013375000000,0.003252600000,-0.010122400000,0,1,0,0.026015000000,0.005492600000,-0.020522400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
44,10242.000000000000,2501.000000000000,-7741.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,709.000000000000,579.000000000000,1,0,0,40.000000000000,111.000000000000,71.000000000000,1,0,0,10282.000000000000,2612.000000000000,-7670.000000000000,0,1,0,3791.299000000000,3154.892000000000,-636.407000000000,0,1,0,41853.366999999998,3183.618000000000,-38669.748999999996,0,1,0,0.013365000000,0.003125000000,-0.010240000000,0,1,0,0.026005000000,0.005365000000,-0.020640000000,0,1,0,0.000000000000,1.000000000000,1.000000000000,0,1,0,0.000000000000,1.000000000000,1.000000000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
45,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2497.000000000000,2367.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,6457.749000000000,2343.765000000000,-4113.984000000000,0,1,0,6497.124000000000,2380.363000000000,-4116.761000000000,0,1,0,0.013365000000,0.005492600000,-0.007872400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
46,10242.000000000000,2498.000000000000,-7744.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2498.000000000000,2368.000000000000,1,0,0,41.000000000000,122.000000000000,81.000000000000,1,0,0,10283.000000000000,2620.000000000000,-7663.000000000000,0,1,0,3355.784000000000,2831.655000000000,-524.129000000000,0,1,0,38681.802000000003,2867.627000000000,-35814.175000000003,0,1,0,0.013375000000,0.005495700000,-0.007879300000,0,1,0,0.026015000000,0.005495700000,-0.020519300000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
47,10242.000000000000,2499.000000000000,-7743.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2499.000000000000,2369.000000000000,1,0,0,40.000000000000,123.000000000000,83.000000000000,1,0,0,10282.000000000000,2622.000000000000,-7660.000000000000,0,1,0,3009.973000000000,2467.258000000000,-542.715000000000,0,1,0,3039.894000000000,2512.333000000000,-527.561000000000,0,1,0,0.013365000000,0.005498800000,-0.007866200000,0,1,0,0.026005000000,0.005498800000,-0.020506200000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
48,10242.000000000000,2497.000000000000,-7745.000000000000,0,1,0,10112.000000000000,0.000000000000,-10112.000000000000,0,1,0,130.000000000000,2497.000000000000,2367.000000000000,1,0,0,40.000000000000,121.000000000000,81.000000000000,1,0,0,10282.000000000000,2618.000000000000,-7664.000000000000,0,1,0,8685.424999999999,2288.400000000000,-6397.025000000000,0,1,0,47994.199999999997,2340.920000000000,-45653.279999999999,0,1,0,0.013365000000,0.005492600000,-0.007872400000,0,1,0,0.026005000000,0.005492600000,-0.020512400000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
49,10242.000000000000,2501.000000000000,-7741.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,709.000000000000,579.000000000000,1,0,0,40.000000000000,125.000000000000,85.000000000000,1,0,0,10282.000000000000,2626.000000000000,-7656.000000000000,0,1,0,6290.891000000000,2709.718000000000,-3581.173000000000,0,1,0,6319.323000000000,2743.830000000000,-3575.493000000000,0,1,0,0.013365000000,0.003265000000,-0.010100000000,0,1,0,0.026005000000,0.005505000000,-0.020500000000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
50,10242.000000000000,2503.000000000000,-7739.000000000000,0,1,0,10112.000000000000,1792.000000000000,-8320.000000000000,0,1,0,130.000000000000,711.000000000000,581.000000000000,1,0,0,40.000000000000,127.000000000000,87.000000000000,1,0,0,10282.000000000000,2630.000000000000,-7652.000000000000,0,1,0,1082.405000000000,2885.146000000000,1802.741000000000,1,0,0,1102.596000000000,2933.994000000000,1831.398000000000,1,0,0,0.013365000000,0.003271200000,-0.010093800000,0,1,0,0.026005000000,0.005511200000,-0.020493800000,0,1,0,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1,0.000000000000,0.000000000000,0.000000000000,0,0,1
